파일,정답
f8aadcacf4ce75caba15ebef22c44aba5e3395194e02d8747335025abb974711,1
8dadfab20afa899924b19ee9cffd75385844fd5b5e898f789057a3b88e963f05,1
92f27dae8d15104ed6cd1f9f6e5ca59a3bdff91f4223bb89f8bd4bf117750b1a,0
3ca4fcccff351051482475e89afb5c655b54c983572a8f2cb8e87d78336c079f,0
a78d71be676e3b197fc2405a47862aeb7cfcc3f81edb3537525c80b2c7e5d7b8,1
023f3c92f3792ba7616760683863021c6f65aa55234712f004adb0dd3cc19189,1
de6398bc819f0dc8f050e2b83dfe4c078f552ef85a28c6507a8f4613577de0b4,1
e189ebd0c31c324dd7545125b916fae01d94c9521a0bc18e74980b937507ea47,1
3298b55a4af658930585f1cf36a46006fd16ee7b47a79af27f37fb6a82e121f5,1
ad34904c0af4eceb2d7ff364fcffbacacd1fd37cded8a978ba35f905e74a46d8,1
7ec3dd5b6a7e415cc0767925c301a52e502bb6937228386ce218c7a57cedfdec,1
0e55d8f197c7a0761bf69b6020c46845131d202285168732194135675f453c40,0
282e087537e1eae0cd99ac9957dd1b0d274e90a16e2aa489974ee16713e9b7db,0
4fe2742fdbcef3f919f0eaf5b6d4c4b06ab4d135149041fd227c34b185e74da8,1
c496a3c71d2ec88ad1d40ffcffa15cc05a22b69c0b125e42c156550905e74022,1
d5c3f44b04072333e5f451b95f95575584fc7d15a6e5f9df39007c29fde4befe,1
7d1fc52e3a818f36df4182f09396359529c4d85bbfb851c22f7478e1f126ae64,1
3c421bd0e14705396a07c11e3c15ac7eebf0d364c54c808a60a097193447ce45,1
10a9cdcb9cb81758b2c3a2743222bdc3f782834eb92d3216c89a49913b38d775,1
d0e9a281a15d57f8850e58344ec050366027f16a9c0ea6245159cd322917fae5,1
0088876b59fb7b92b9cfeb3fdf446f2982ab55539d60c005d3879fe4af27dd59,1
0b326ee604cb45165564f35817fb1d2d1d61a2cf57df2c40bef59ad7c24565e4,0
8dc3c245b2a7d81fabd1192b9363214ce6cd403cb4d24aee41610cf235a6f994,1
c61c369c9c52b067902ed321538c8ed1e34aac3f64798c0eea25d8e9117236c3,1
0e402e23b7bfa392eb70d8a396e4ef01cbe1023cfffef740853a3a0bcded476a,0
663292957a02bf3219de0041c3abbf2adb5bf5d92d3a4d681c13f47d01a924d8,1
959a658cefb0d42db23b91ed22fc24995192abb48a2b02ad6150a0a2764977f0,1
25c39646e4a92ebc64f16e979cb3430bd0bf5753b82fd0cc13b52a4c0297a544,1
ca5ca357dbce7dfca111d65d251f931b66d5ed4f99924fedb0453dc180135256,1
e79a625b0dc0f65ef4ada1d75a28641e975cdfebac90db61e40e2e360e7c6f38,1
4d9d060bd9b65f9f69ea028cc1509bbffb081938acf662ae5720ad600725f9d5,0
e34ce71348aa8515af029debdba0d68b8e134b830e3148edb2de23c5e28a7c70,1
9436124e3d39f6070539f47d7e54418704b6ddd623f698b21340113a404223a4,1
cd649c280a8c859a6df69540030ce1960dea1d6e275f8770d22fdac84f119e94,1
5de4e107041ff3a1a23323574621db58c5309298d4047f6dd9a4bcf9dd7c465d,0
8374f046c7cfba517bdfcfd7f6a85397d4cf6a45a42b867753a9fff5397e163e,1
2fddcc53361da6e75a58ffbc665ec5335a9ebb52fa3a6fc9e36f6b42a741bd62,1
9951830fd131ae931565cfbb3ac5fc16bfc2f987b275cea8a682bea1a0568487,0
a49e67d04e08bdc3006b6d840f7f7d81047bc7adf96bb3786e6226387fc3c171,1
821b44d8f10042fccb3dfec87cf2b2039aae179a0d2f87fff06330c885fa9d45,1
3f55efa10f3c66a62fc13c9ea66099edb2d27b8b7d3bc48ca0c420f7eb0dcdbf,1
abc81e106dbefdcc93a02e8c50dabda23279b60607db029a41aeff01d123cd89,0
035ae11406ddec56e64a170a35a24fa54b81e90234b9393c850635051a1b5882,1
2f5fb2fa97cf4c18a62e48da130f2b32aff95241b51ac4ce1fbfb7d18e0dba35,0
3fe8cadc7269f2e5c1e8876576829028e6aeddb245b3221150884c3431aa881c,1
b0942a67227ccfcd3c08ae7019b0f60e39560a2f3293af8c8c4e1fadd8213427,0
7eba79c7a70b5e46f752accbbc4f4c1c7446aeaff08ec34962416a54a668ffde,1
16d29ffee669f11f568310573e6cc648d2a48a47c760691debf42fe450a0b83b,1
6e855411459509bee71d8d8d2b9f394f8ffaad907e65d54db7d14a90dadbbfa8,0
c260ed9d4a0fe1df262a110e96f2b5d207effed9a44e6804f9edcbf268802e61,1
b2dce277baf33e465849c15389466f5976143548653f91ace6a6ecc31e0a6f96,0
9625886dea339d7e86f26c914e5334a67a0e9fcb46fcd916d76b1dd24ce9d0cb,1
409874864d7bc7661e06e0e4b16cc8e7ae9d16d70a9ae0271dfdd520da5232df,1
c79d1b6f9b19d2f81a3959ca7ff2442bb88ec9e9eb7f1f14497beab0f76a0d90,1
8b17ddcca65493167f5404d29bd123ad93fda15e1ad0d7871ef0c39fb42812b5,0
52db4047176fa99fbdd7d648cd656012dafa836328644d7fe1251b2d96c5e0ab,1
52ee0305c40404fca8746c2d9cb04be6ff9d741522e64bb5ec5d58775d067cb6,1
c7e0a6cf945b3bc458713f1e1c87b971b629eceaba8d48503ede25b652d5d45b,1
f046c7a35dbb242360ad30e2fce05ffa77bd30ead003aff2c83c96a18a82340a,1
a1e41e8c6d774d9e0105c9cb4901449fe83f12f9791f4d39cc9005aeff4c0059,1
7babb3af87af64bfc46d51d9f1220ac24884ae1793ae010a53231e6576f1e9b9,1
f0b0fac7e35e990b51bbb66e893555677fc8c7cef16354e647bd82ea2e8349a7,1
266e06dcfea900f6f067d6140b3bbec5466163a3914166c5bbe0293dfcdda8b1,0
1ea1aeddbc543824a275704ecd3b478574a21deb4ceb4578a91782d87d61ba0c,1
e9be0a5ec3aa4f34435e97543660035e2a4e3e873d529f9c291e35f86276bc6b,0
a964660f3cd545bbb0430273da6184dc22b2ed1e7fada4bb4e367e266a8a731a,1
2d8bb736e302a4bf62e7d3308979e5c4f3ffbf6b9f6dca654df64cdd0958e326,1
25cea50ab1cd05484c6e31933129897be16d0058c2db7a2522d48725169ad1fc,1
7fcc7a4a9de6dce9e67eaf157dad5d131452e8c3d5d02d35454d1892a93fd304,1
1ea0592882ce918811825c64507eb5ea6b8d6710b05c111c4204a8567f4f6030,1
f7f2057ce86cec933492d35b90b0b9fafd8adc92b7db69c340c880b77ce79034,0
10bec9000aed6a7ba536df04165270cc19872438fcb71b55cb3b870de0268a94,1
f17bc06c00fe4dbfa6e8173ca25fd9abe906d2c65e2e8104e6fd9c07f84de7a8,1
f6b404331a544e35257e5e8d4ceaf34a9ae2f29e9d7ec37e2bc0ff141821e977,1
d9a31df69f9a577e48126a9fca708df37f1f9a343863a6486742432999a649fa,1
352917ac3ecb3b0f1392069a917862b16ea0968faf167f99d28e24d00796a414,1
0ec01819a977e34d6b7c6aa9e60df17b8208adc2ceedbdafab32ff49bbaa4c85,0
f81028f50b5d56e3de7875206c211ee40c52ec9d6175271bbec5f03cb48bacd4,1
fa37c27b4768770931adc39d8103f4d595a813c3e5a7735efbe5013086d988b5,0
84a23c2f91f8d80c3fe43a72bad79231cc0ea6192fa1e99d7ed7c51a22cd5eea,1
b3116670f817d2b60a2fa662c675f9eab3cccab22f64844628b9037d5ef358e3,1
4c9abc6b1a0a53cb06f5d3de741c78a7b09e3ebc06a2c19c011453db8a9f0e19,1
bb749b50f487b5fafc91cc5eb501cb3ebf0a7d51d81d908d5ba604c10db52c9e,0
cdcd75fd17731d4123641e32804eaa86cfc3f45be5f59c8d616fba2ea4c90a5c,0
10a97b2b6d85446c8090ff0e1aa4504c4cc7fbc2af989f1e047c18962726e643,1
fd18098aa0f91af9e60c875951f9da79f1e1a55d709a179a7046b8e1c2f3e5d6,1
abe1a50e92ab89bb022575eedefc7484ec468c005c27eaca266f13aeba454aed,1
4143c2ecc6187e5631f36249e36ea8c7380afef3e674f9550df8b178b01fa785,1
c59a24011813056855636297e4aef11c57b3659b74577567a97b1c0ea1b76b64,1
36d91a4ccebdf8d6828f1171c8e3f3988c5ff36f2b100b58a54d80b451f08447,1
13c29c4f8732b82f25d0879a7dfb44d612907c8cbff0f9f8c30ae09112f73b54,0
840bf3b3a7f517195d3a3b3e79334a407367654961261affd33dcf0176cacbf7,1
7eca46b5e5cb0572b7ceca2e288d7e327b55614fd59a4cd11b1ecd99ae2b5ef3,1
d9f61285f0c4ccc93b3a747ea80f135be6d8fd1812aea336a58aef3fac2c6e0a,1
f429c66a5de6b8468d064c391d0e181ad907c0dc87894389eed806ee313dd527,0
16de1881d52815d787da95794a26cead4e64b2eea8584633b739844e06246138,1
643018d8332178a17682ec317b466992f8f49b05d5103b8929f4289436567ddb,1
bd7754b3445699d180093ff46ee72982397842c1e7e20264bfbc2e696b2d356b,0
33be0e8b12a8bed71c65c11c24fc03402e8052b47eccb9f49ea6950b9f25bfa1,1
da29411b641f69d68ed12124a024c011126ed2c3cc54dd5ce0620a5e5b21f12d,0
361b5331d6a0c23cf5fb9996dfac42e482f40f18d460122fdcd6e9890d5c187b,1
a3e27d3aa4a0310c415312b6bf0c66e161511eacbc361d78bf00719ecff6470e,1
aba03c9b448b21f2fd3ef6348e71225570a8926dbcc6f905820e004d4a057ab9,1
ec81b5ce3e12dc42125bc500c89e371654db49beafbb3497a353c27861fdca8d,1
6d5151c2e8df31b17e4223e2af74a655d732c8f3d41106d275d518978c3bb4f5,0
b8c3a49829416c33fe5dc0fd306fe54a991d805acaa330f9f961da3e883f546c,0
6dbcfef2ce4fbbae6b8c697b8eb1ecc85562e54bc21888d0635bed4192b19780,1
1de3f223021875a16821cfeab0c3b38bf9ff4269327e0936f68ba8a9b881df93,0
c3d6b0291f57a445eb982b80aa1593d42ce5fccd661cdf6c2846a28099dccca6,1
cd9a616d54d4d94f2aa77c6c50051570019d5cad3a9f80231e99b13e53223bb4,1
65cd850e75f58746de09ee6057c6439787f12a1d7c7cbd98db2c7a136553d0d8,1
b92138c6f048c637fdded2fa8c037706e93079d7b26575c5e4263c3b9e463e9c,1
3b4623cc0084d4d9a6e576d8e0825ff113f42079ede893d76a167f49795f919a,0
c8f93583b0030b67cdf40e17c5b4088cc2d02879ce4d57c0b93be7068633f1a6,1
339258bf6f6b0577c6c828d7dfd1041e1460fbf8191783f05dd95b558f0c8256,1
edbee5a619bfae9957cf2182641cfdfd5fd7af4cd35f9b5c5ca5771da6ec8d45,1
403ab678fbbc2ef5f87c1f8d488b4f0d3c611f31df545fa228416ba8e2469a4c,1
13b4fe8d95c491a2aef05195ffb7d33ec5a5481c4f92aad0d37dcbf7c4cc8594,0
b8ba662e357d0d4dfcf9e70ff5025e1552b175f7a647456192439adf5479fc76,1
6a8397f88fb2500ecc84d8fc3b8c8ad695ff44654ad1008e41f8ffc7671b1e0d,1
4a03044dbcfc0cd6eafbaa5b592341530fadb81894d5a44172294bfcb8c21607,0
7bf46b47e571e6cdee1aba1672744b12a4fa135035bc5ddd224e1d42b4556817,0
ec0d997b8001acb7ae6b2e9c26f814e38b48b586e590ae0ed8ed1b86d1f95a0e,0
c2299a3a8d95fee3c410da17ae92e83da3b1f8c5bcb7ee65b5d08cd5ac2b0792,1
9e1f8a7b204e1bf66ab218a61fdd91ec766cb69df92f91d3b14c2d16e8dde557,1
3847d2c405814bcf355521dcc322880202e50823fe0876016ff9c9e5da98368e,1
21a29dc4675b752a85d9b51b285e43d21cc96cf9ea420b4c0e3742075e794e57,1
9116e310cb5969174c5818c806b79ce0aa00866ac6de1b20c76fd937348e0403,1
43f52436e84232917d09f6f9a3ebb8f55d7b4871765942a78128e9c22558fa6c,1
904de73676ca7f0011fcc4243b276abb3a24edbd74d6b01c7a0eee9ac102250f,1
0dd4495edc845786246696ff093c009491598db8aecbb537db3665c5dbbcc3d3,0
dd76598d2c0c9716aafa7f20b761945b99b0cd3ca6df9ae1e1771873ac0bb30f,1
da9efcfa419a979874da1a900ecf128ca0d6fd596484cb6114cb0161c6d11bdb,0
624bb797bfe793dcede5a1775a857cc99a06aea24774be2347b7e4b8bc288560,1
2cc075b5ba5fa3c3ff8157e51438568f79608870db7dc0fb634ae683fdcd7f99,1
1ab2d35f8f832e1da4e679db325a89a28219d5c9722a763dbd322f6622d721c6,1
c631309656f97950218130b5c6b15d3ab7ee705ce837731e3fe821c2b51a49f6,1
bfbe52c29ca75eb4a5b43b1c094a94bdd39c15cf04d2ebfd4ad1f24bca5162d1,0
474e1056aa17a1b9bbdb768c643d59cda5e42e826626628c15c57c6e7a72a818,1
0ccca620b92feeb310a256d151aab81b6e96181036adb0b113a4535ff10a8c2f,1
0f9dcfe2019534bf190d313bd0a828098b709b380e206540301e6232f02db681,1
d3c80faa8dd22a973c0572a0ef6c79a863858f34e2653a4010669518da35167f,1
8627e8a90a0797a1c146a5068b5dd0fa98afacf1e43a4fb87afb5602a141ab01,1
7b00b48ce42618649bad718eaefa91278e8614fc1cb837922e9aae73418b15f8,0
ef263ade0f05e505cf0f3dfad47f34763d1509c2e280f351f326705523c7b87f,0
8d0945c81510f3844c7b7714d35b0e2f03ca0cf37d12625edde3a6b7aa01f89f,1
388ca9c669d89d714735d4c634064a05fe411c789e955e4f72d03efd46cc74d0,1
84076de46cc3e162b088220f0ce81589d556f7c96b353d83de29e8a7233b7180,1
5d935b01fb6452413d811f710fc49965ebc994a4c419df7c78ddcf3c7792f82a,1
cd7b1a8534d14d67f5638d6a28d66ef2d3f8bb36234b8629d83ecd7db6debc83,1
92e38cede6e47c4003bc43afa88f8c53232007407eac3082c3457951e050a93f,0
632d865e577f5fee58fdb811a7cc4146f8ab3718e15c146ca8350187397dd609,0
09d1d8f808cb893150cb195f703f7c9bf8ce604e378e88ac4095d9ddda7253ca,1
d481cf1501c451947e462966615403f1c8830ed2715c6aef47638aa4ca8a11ee,1
3e9414f196271c0beb81561990e95900f063613e22eea9014b548230a7ba2d4f,1
2fdcb0cf47066ecb94cce96960d8dd1af4985dcd6270486887c5d3b1b69abe60,0
7f6b5632f06606cf1b956ef0024d04a13d80df6d04cf1f420c31891506be0a03,1
506992bb2dbce4d610cb6fc7c076449515f1fc396511b0e91c49c039231fe525,0
518fe9a61e36544a507913edb07ee17989db01ad33830924735d815b48cf6cad,0
a125cf0d909a83873a7b3282dfce1bdaa20597532b949c8bd49f1e56c19dbd50,1
95ed6a5d2747c1bfe2050b2ebad22ebf58d12db25b86b0073d77c99dce39b62c,0
ea64b3b698a019bf263931505ccfe9b85fea9ebd01e4ae896577ec32879c7b5c,1
44fc26518b64ab81ab70421c531e8ca3c723519084a83ee27a7c5937f6b8c377,1
ab389b68f31579665f9bbcd416341ca39c8036448c7e9b6cdc45d69b75d77111,1
b841552874ff18c91fdb5d41a83988070ba4edd44c646b04ce5f1f5af2835bd8,1
76df7e4555c9b663f12eea75f8b1effe366e81f0eb78678fd9713491a11d0571,1
41c6ab95ce996ebd6c77c34b52a3532a4f921e80b79aa0ce74bd27d4e39c094e,1
6e75ff6319ca527cdef466b053c07fb681da5c8bf10a296a10b6857b0393dcf1,1
721cf308762d64755221b918244884ec2795773dacd3b18441ac6b964fb7a7e9,1
1dfbba6ea7a1f145ff390c7759d7da5ae48ff71f4cc02d4e71237faa8c066a00,0
eb2882425260b9e3e23431a95f7574c3f38b2f383b9b74d9aa768f0c39317270,0
